brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,wiek,engine_hp,engine_cylinders,engine_fuel,engine_liters_log
INFINITI,QX56 Base,2011,130921.0,Gasoline,Transmission Overdrive Switch,White,Beige,None reported,Yes,12000.0,14,400.0,8.0,Gasoline,1.722766597919675
RAM,2500 Tradesman,2020,41000.0,Gasoline,8-Speed A/T,White,Gray,,,45515.0,5,410.0,8.0,Gasoline,1.856297990521876
BMW,840 i xDrive,2024,1500.0,Gasoline,A/T,Gray,Brown,None reported,Yes,90000.0,1,335.0,6.0,Gasoline,1.0986122890014431
MINI,Clubman Cooper S ALL4,2017,79950.0,Gasoline,A/T,Blue,Black,None reported,Yes,17390.0,8,189.0,4.0,Gasoline,0.6931471810599453
Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500.0,Gasoline,A/T,White,Beige,None reported,Yes,95000.0,4,420.0,8.0,Gasoline,1.8245492922123363
Porsche,911 Carrera 4,2014,22700.0,Gasoline,7-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,85500.0,11,350.0,6.0,Gasoline,1.2237754319162333
Toyota,Tundra SR5,2015,99000.0,Gasoline,6-Speed A/T,Gray,Gray,None reported,Yes,27000.0,10,310.0,8.0,Gasoline,1.5260563037124406
Toyota,4Runner SR5,2006,135000.0,Gasoline,A/T,White,Gray,None reported,Yes,16900.0,19,236.0,6.0,Gasoline,1.3862943613698906
Cadillac,CTS 2.0L Turbo Luxury,2019,46000.0,Gasoline,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000.0,6,265.0,4.0,Gasoline,0.6931471810599453
Cadillac,Escalade ESV Luxury,2016,116500.0,Gasoline,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,30500.0,9,420.0,8.0,Gasoline,1.8245492922123363
Chevrolet,Corvette Z06,2018,24059.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,87150.0,7,650.0,8.0,Gasoline,1.8245492922123363
Audi,Q5 2.0T Premium Plus,2015,118500.0,E85 Flex Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15400.0,10,220.0,4.0,Flex Fuel,0.6931471810599453
Maserati,Ghibli S Q4,2018,20000.0,Gasoline,A/T,White,Brown,None reported,Yes,43000.0,7,424.0,6.0,Gasoline,1.0986122890014431
Ford,Expedition Limited,2023,9500.0,Gasoline,10-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,63500.0,2,400.0,6.0,Gasoline,1.2527629687810824
Nissan,Frontier SE Crew Cab,2006,134000.0,Gasoline,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,8500.0,19,265.0,6.0,Gasoline,1.3862943613698906
Chevrolet,Malibu LT,2018,53100.0,Gasoline,6-Speed A/T,Red,Black,None reported,Yes,17500.0,7,160.0,4.0,Gasoline,0.4054651087748311
Nissan,Rogue Sport S,2021,24000.0,Gasoline,A/T,Gray,Black,None reported,Yes,25500.0,4,141.0,4.0,Gasoline,0.6931471810599453
Volvo,C70 T5,2006,61000.0,Gasoline,6-Speed M/T,Blue,Beige,None reported,Yes,10299.0,19,218.0,5.0,Gasoline,0.9162907322741553
Lincoln,Nautilus Reserve,2021,19700.0,Gasoline,A/T,White,Beige,None reported,Yes,48000.0,4,335.0,6.0,Gasoline,0.9932517733806538
Mercedes-Benz,AMG GT Base,2018,28182.0,Gasoline,7-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,84500.0,7,469.0,8.0,Gasoline,1.3862943613698906
Ford,Mustang EcoBoost Premium,2017,59500.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,21000.0,8,310.0,4.0,Gasoline,0.8329091233698865
Ford,Ranger XLT,1999,115402.0,E85 Flex Fuel,A/T,Gold,Beige,None reported,Yes,8000.0,26,152.0,6.0,Flex Fuel,1.0986122890014431
GMC,Yukon SLT,2018,85500.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,35899.0,7,355.0,8.0,Gasoline,1.6677068207467554
RAM,2500 Big Horn,2020,51000.0,Gasoline,6-Speed A/T,Red,Black,None reported,Yes,44900.0,5,410.0,8.0,Gasoline,1.856297990521876
Lexus,ES 350 Base,2011,132000.0,Gasoline,A/T,Black,Beige,None reported,Yes,9999.0,14,272.0,6.0,Gasoline,1.2527629687810824
Volvo,XC90 T6 Momentum,2018,62000.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,30500.0,7,316.0,4.0,Gasoline,0.6931471810599453
Porsche,911 R,2016,12454.0,Gasoline,6-Speed M/T,Purple,Black,None reported,Yes,210000.0,9,500.0,6.0,Gasoline,1.3862943613698906
BMW,M6 Gran Coupe Base,2017,27965.0,Gasoline,7-Speed A/T,Green,Black,None reported,Yes,58000.0,8,560.0,8.0,Gasoline,1.4816045411514882
Cadillac,Escalade ESV Platinum Edition,2013,119000.0,E85 Flex Fuel,A/T,Black,Black,,,20500.0,12,403.0,8.0,Flex Fuel,1.8245492922123363
BMW,X5 xDrive35i,2018,48000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,32000.0,7,300.0,6.0,Gasoline,1.0986122890014431
Mitsubishi,Outlander SEL,2018,29000.0,Gasoline,A/T,Red,Beige,None reported,Yes,19500.0,7,166.0,4.0,Gasoline,0.8754687377705666
Dodge,Ram 1500 ST,2010,131100.0,E85 Flex Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,12995.0,15,310.0,8.0,Flex Fuel,1.547562508928779
Kia,Sportage LX,2023,13000.0,Gasoline,A/T,White,Black,None reported,Yes,31900.0,2,187.0,4.0,Gasoline,0.9162907322741553
Hummer,H3 Base,2007,137333.0,Gasoline,4-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,10000.0,18,242.0,5.0,Gasoline,1.3083328199204491
Buick,LaCrosse Leather,2014,125559.0,Gasoline,A/T,White,Beige,At least 1 accident or damage reported,Yes,11200.0,11,304.0,6.0,Gasoline,1.280933845739842
Toyota,4Runner SR5,2016,101900.0,Gasoline,5-Speed A/T,Black,Black,None reported,Yes,29000.0,9,270.0,6.0,Gasoline,1.3862943613698906
Cadillac,Escalade ESV Luxury,2015,159500.0,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,18800.0,10,420.0,8.0,Gasoline,1.8245492922123363
Subaru,Legacy 2.5i Premium,2015,68860.0,Gasoline,CVT Transmission,Silver,Beige,At least 1 accident or damage reported,Yes,15000.0,10,175.0,4.0,Gasoline,0.9162907322741553
Ford,Expedition EL XLT,2017,182000.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,16500.0,8,365.0,6.0,Gasoline,1.2527629687810824
BMW,335 is,2011,82000.0,Gasoline,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,20000.0,14,320.0,6.0,Gasoline,1.0986122890014431
Ford,F-150 XLT,2012,207100.0,Gasoline,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,15000.0,13,365.0,6.0,Gasoline,1.2527629687810824
Land,Rover Range Rover Sport P400 SE Dynamic,2023,450.0,Hybrid,8-Speed A/T,Blue,Black,None reported,Yes,124000.0,2,395.0,6.0,Gasoline,1.0986122890014431
Porsche,Panamera Edition,2016,77945.0,Gasoline,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,30000.0,9,310.0,6.0,Gasoline,1.280933845739842
BMW,M240 i,2017,37100.0,Gasoline,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,26125.0,8,335.0,6.0,Gasoline,1.0986122890014431
Ford,F-150 XLT,2017,94000.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,26000.0,8,325.0,6.0,Gasoline,0.9932517733806538
Land,Rover Discovery S,2003,121886.0,Gasoline,A/T,White,Beige,At least 1 accident or damage reported,Yes,6000.0,22,217.0,8.0,Gasoline,1.5260563037124406
Ford,F-250 XLT Crew Cab Super Duty,2008,157500.0,Gasoline,5-Speed A/T,Green,Gray,At least 1 accident or damage reported,Yes,15000.0,17,300.0,8.0,Gasoline,1.686398953755414
Ford,Taurus SHO,2014,138415.0,Gasoline,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15500.0,11,365.0,6.0,Gasoline,1.2527629687810824
Land,Rover Range Rover Sport HSE,2012,110000.0,Gasoline,A/T,Silver,Black,None reported,Yes,10200.0,13,375.0,8.0,Gasoline,1.6094379126341003
GMC,Sierra 1500 SLT,2021,12941.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,51500.0,4,355.0,8.0,Gasoline,1.6677068207467554
BMW,335 i xDrive,2009,69764.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,19500.0,16,300.0,6.0,Gasoline,1.0986122890014431
Porsche,911 Carrera 4S,2003,90000.0,Gasoline,6-Speed M/T,Silver,Black,,,24000.0,22,315.0,6.0,Gasoline,1.280933845739842
Audi,S4 3.0T Premium Plus,2018,26500.0,Gasoline,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,38000.0,7,354.0,6.0,Gasoline,1.0986122890014431
Audi,A5 2.0T Prestige,2018,35850.0,Gasoline,7-Speed A/T,White,Black,None reported,Yes,33000.0,7,252.0,4.0,Gasoline,0.6931471810599453
Mazda,Mazda3 s Sport,2008,77700.0,Gasoline,5-Speed M/T,Red,Black,None reported,Yes,6300.0,17,156.0,4.0,Gasoline,0.8329091233698865
Jaguar,E-PACE 300 Sport,2021,23600.0,Hybrid,9-Speed A/T,Black,Black,None reported,Yes,42999.0,4,296.0,4.0,Gasoline,0.6931471810599453
Toyota,Celica GT,2001,122000.0,Gasoline,5-Speed M/T,Blue,Gray,None reported,Yes,7800.0,24,140.0,4.0,Gasoline,0.5877866654576747
Ford,Excursion Limited 4WD,2003,245000.0,Diesel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,17999.0,22,325.0,8.0,Diesel,1.7917594693947216
Porsche,718 Spyder Base,2022,4700.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,134000.0,3,414.0,6.0,Gasoline,1.3862943613698906
Subaru,WRX STI Base,2016,84100.0,Gasoline,M/T,Gray,Black,None reported,Yes,34000.0,9,305.0,4.0,Gasoline,0.9162907322741553
Audi,A6 45 Premium Plus,2021,33000.0,Hybrid,A/T,Black,Black,None reported,Yes,40000.0,4,248.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,AMG GT R,2018,3811.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,148500.0,7,577.0,8.0,Gasoline,1.3862943613698906
Audi,S4 3.0T Premium Plus,2013,139355.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,20900.0,12,333.0,6.0,Gasoline,1.0986122890014431
Lotus,Evora Base,2010,9100.0,Gasoline,6-Speed M/T,Black,White,None reported,Yes,55000.0,15,276.0,6.0,Gasoline,1.2527629687810824
Mercedes-Benz,S-Class S 560 4MATIC,2019,10500.0,Gasoline,9-Speed A/T,Silver,Brown,None reported,Yes,77900.0,6,463.0,8.0,Gasoline,1.3862943613698906
Hyundai,Genesis Coupe 2.0T R-Spec,2013,55000.0,Gasoline,6-Speed M/T,White,Red,,,18000.0,12,260.0,4.0,Gasoline,0.6931471810599453
BMW,M3 Competition,2021,33500.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,71000.0,4,503.0,6.0,Gasoline,1.0986122890014431
BMW,435 i,2014,126500.0,Gasoline,A/T,White,Black,None reported,Yes,15000.0,11,300.0,6.0,Gasoline,1.0986122890014431
Land,Rover Range Rover Evoque HSE Dynamic,2016,79000.0,Gasoline,9-Speed A/T,Red,Red,None reported,Yes,24000.0,9,240.0,4.0,Gasoline,0.6931471810599453
Porsche,911 Targa 4 GTS,2018,19000.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,145000.0,7,450.0,6.0,Gasoline,1.0986122890014431
RAM,3500 Tradesman,2021,57000.0,Diesel,6-Speed A/T,Blue,Gray,None reported,Yes,52000.0,4,400.0,6.0,Diesel,1.9021075265461744
Mercedes-Benz,SL-Class SL500 Roadster,2005,127000.0,Gasoline,7-Speed A/T,White,Beige,None reported,Yes,14000.0,20,302.0,8.0,Gasoline,1.6094379126341003
Lexus,SC 430 Base,2002,89500.0,Gasoline,A/T,Black,Black,None reported,Yes,15999.0,23,300.0,8.0,Gasoline,1.458615022932075
Chevrolet,Silverado 1500 Base,2000,97000.0,Gasoline,A/T,White,Gray,None reported,Yes,27500.0,25,200.0,6.0,Gasoline,1.458615022932075
Chevrolet,Avalanche 1500 LS,2005,97146.0,E85 Flex Fuel,Transmission Overdrive Switch,Black,Gray,At least 1 accident or damage reported,Yes,7999.0,20,295.0,8.0,Flex Fuel,1.6677068207467554
Chevrolet,Suburban Premier,2019,44800.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,52500.0,6,420.0,8.0,Gasoline,1.8245492922123363
Ford,Transit-350 Base,2015,150000.0,Gasoline,A/T,Black,Gray,At least 1 accident or damage reported,Yes,17100.0,10,310.0,6.0,Gasoline,1.2527629687810824
INFINITI,QX60 Luxe,2020,38400.0,Gasoline,A/T,Blue,Beige,None reported,Yes,32100.0,5,295.0,6.0,Gasoline,1.2527629687810824
Nissan,350Z Enthusiast,2007,117000.0,Gasoline,A/T,Silver,Black,At least 1 accident or damage reported,Yes,9975.0,18,306.0,6.0,Gasoline,1.2527629687810824
Nissan,Altima 2.5 SL,2012,91545.0,Gasoline,CVT Transmission,Silver,Black,None reported,Yes,8999.0,13,175.0,4.0,Gasoline,0.9162907322741553
Land,Rover Range Rover 5.0L Supercharged,2015,110000.0,E85 Flex Fuel,A/T,Black,–,At least 1 accident or damage reported,Yes,26499.0,10,510.0,8.0,Flex Fuel,1.6094379126341003
BMW,X5 xDrive35i,2017,105100.0,Gasoline,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,23300.0,8,300.0,6.0,Gasoline,1.0986122890014431
Lexus,RX 450h Base,2010,168422.0,Hybrid,A/T,Black,Beige,At least 1 accident or damage reported,Yes,10900.0,15,245.0,6.0,Electric,1.2527629687810824
Maserati,Ghibli S Q4 GranSport,2018,80500.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,34900.0,7,424.0,6.0,Gasoline,1.0986122890014431
Volvo,XC90 T6 Momentum,2018,81200.0,Gasoline,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,28825.0,7,316.0,4.0,Gasoline,0.6931471810599453
Hummer,H2 Base,2005,145000.0,Gasoline,4-Speed A/T,Green,Black,None reported,Yes,22500.0,20,325.0,8.0,Gasoline,1.7917594693947216
Ford,Flex Limited,2009,162000.0,Gasoline,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,7500.0,16,262.0,6.0,Gasoline,1.2527629687810824
Porsche,718 Cayman GT4,2020,13554.0,Gasoline,6-Speed M/T,Blue,Black,None reported,Yes,124995.0,5,414.0,6.0,Gasoline,1.3862943613698906
Toyota,Camry XLE,2007,59700.0,Gasoline,6-Speed A/T,Green,Gray,None reported,Yes,9500.0,18,268.0,6.0,Gasoline,1.2527629687810824
BMW,335 i,2009,51983.0,Gasoline,6-Speed M/T,Gray,White,None reported,Yes,19999.0,16,300.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Camaro 2SS,2022,22000.0,Gasoline,6-Speed M/T,Blue,Black,None reported,Yes,50000.0,3,455.0,8.0,Gasoline,1.8245492922123363
Chevrolet,Silverado 2500 High Country,2022,16000.0,Diesel,A/T,Black,Black,At least 1 accident or damage reported,Yes,73995.0,3,445.0,8.0,Diesel,1.887069649183895
Bentley,Continental GT V8,2020,33000.0,Gasoline,A/T,Beige,Beige,None reported,Yes,188500.0,5,542.0,8.0,Gasoline,1.3862943613698906
Toyota,Sequoia Platinum,2023,1025.0,Hybrid,10-Speed A/T,Black,Black,None reported,Yes,85000.0,2,437.0,6.0,Electric,1.2237754319162333
Acura,TL Technology,2013,89190.0,Gasoline,6-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,15499.0,12,305.0,6.0,Gasoline,1.3083328199204491
Jaguar,F-TYPE R,2016,11684.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,54900.0,9,550.0,8.0,Gasoline,1.6094379126341003
GMC,Yukon XL Denali,2018,45617.0,Gasoline,A/T,White,Gray,None reported,Yes,51000.0,7,420.0,8.0,Gasoline,1.8245492922123363
Chevrolet,Suburban LT,2018,75466.0,Gasoline,6-Speed A/T,Gray,Black,None reported,Yes,34500.0,7,355.0,8.0,Gasoline,1.6677068207467554
Mercedes-Benz,S-Class S 450,2018,69600.0,Gasoline,9-Speed A/T,Black,Black,None reported,Yes,40888.0,7,362.0,6.0,Gasoline,1.0986122890014431
Mercedes-Benz,GL-Class GL 450,2011,138050.0,Gasoline,A/T,White,Beige,None reported,Yes,16500.0,14,335.0,8.0,Gasoline,1.547562508928779
Ford,F-250 Lariat,2017,132269.0,E85 Flex Fuel,A/T,Gray,Black,None reported,Yes,35900.0,8,385.0,8.0,Flex Fuel,1.8245492922123363
Mercedes-Benz,R-Class R 350 4MATIC,2008,120000.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,8995.0,17,268.0,6.0,Gasoline,1.2527629687810824
Chevrolet,Camaro 2SS,2018,75151.0,Gasoline,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,45000.0,7,455.0,8.0,Gasoline,1.8245492922123363
Jeep,Wrangler Sport,2016,74139.0,Gasoline,6-Speed M/T,Red,Black,None reported,Yes,23000.0,9,285.0,6.0,Gasoline,1.280933845739842
Volkswagen,Jetta 1.4T SE,2017,61000.0,Gasoline,A/T,White,Black,None reported,Yes,15995.0,8,150.0,4.0,Gasoline,0.3364722373354986
Jaguar,XK8 Base,2001,150000.0,Gasoline,5-Speed A/T,Green,White,At least 1 accident or damage reported,Yes,9875.0,24,290.0,8.0,Gasoline,1.3862943613698906
Mercedes-Benz,E-Class E 350,2014,88000.0,Gasoline,A/T,Silver,Black,None reported,Yes,15500.0,11,302.0,6.0,Gasoline,1.2527629687810824
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,47000.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,30089.0,10,362.0,6.0,Gasoline,1.0986122890014431
Land,Rover Range Rover 3.0L Supercharged HSE,2017,50340.0,Gasoline,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,47000.0,8,380.0,6.0,Gasoline,1.0986122890014431
Mercedes-Benz,E-Class E 350 4MATIC,2010,67800.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,13999.0,15,268.0,6.0,Gasoline,1.2527629687810824
Dodge,Dakota Sport,2002,150000.0,Gasoline,5-Speed M/T,Black,Gray,At least 1 accident or damage reported,Yes,5500.0,23,175.0,6.0,Gasoline,1.360976553392011
Chevrolet,Camaro ZL1,2018,13500.0,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,54000.0,7,650.0,8.0,Gasoline,1.8245492922123363
Hummer,H3 Base,2007,101750.0,Gasoline,A/T,White,Black,None reported,Yes,12900.0,18,242.0,5.0,Gasoline,1.3083328199204491
Honda,Odyssey EX-L,2022,18385.0,Gasoline,10-Speed A/T,Red,Beige,None reported,Yes,37950.0,3,280.0,6.0,Gasoline,1.2527629687810824
Nissan,350Z Touring,2008,123500.0,Gasoline,5-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,13500.0,17,306.0,6.0,Gasoline,1.2527629687810824
GMC,Savana 2500 Work Van,2017,117000.0,E85 Flex Fuel,6-Speed A/T,Silver,Silver,None reported,Yes,38000.0,8,342.0,8.0,Flex Fuel,1.7917594693947216
Mercedes-Benz,E-Class E 350 4MATIC,2010,86121.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,13600.0,15,268.0,6.0,Gasoline,1.2527629687810824
Lexus,GX 460 Premium,2020,22466.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,45900.0,5,301.0,8.0,Gasoline,1.5260563037124406
Nissan,Titan XD SV,2017,80000.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,23800.0,8,390.0,8.0,Gasoline,1.722766597919675
Chrysler,300 Touring,2020,23152.0,Gasoline,8-Speed A/T,White,White,None reported,Yes,28250.0,5,292.0,6.0,Gasoline,1.280933845739842
Dodge,Charger R/T,2006,91300.0,Gasoline,5-Speed A/T,Yellow,–,None reported,Yes,9200.0,19,350.0,8.0,Gasoline,1.7404661750159431
Nissan,Pathfinder SL,2020,45000.0,Gasoline,CVT Transmission,Black,Black,None reported,Yes,28999.0,5,284.0,6.0,Gasoline,1.2527629687810824
Nissan,Titan SV,2021,7250.0,Gasoline,9-Speed A/T,Black,Black,None reported,Yes,38000.0,4,400.0,8.0,Gasoline,1.722766597919675
Jaguar,E-PACE S,2019,44000.0,Gasoline,A/T,Black,Black,None reported,Yes,29000.0,6,246.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Camaro 1LT,2011,111000.0,Gasoline,A/T,Blue,Black,None reported,Yes,10900.0,14,312.0,6.0,Gasoline,1.280933845739842
GMC,Acadia SLT-2,2013,115000.0,Gasoline,6-Speed A/T,White,Brown,None reported,Yes,14000.0,12,288.0,6.0,Gasoline,1.280933845739842
Chevrolet,Malibu Premier,2021,33400.0,Gasoline,A/T,White,Black,None reported,Yes,28000.0,4,250.0,4.0,Gasoline,0.6931471810599453
Toyota,Sequoia SR5,2007,136000.0,Gasoline,A/T,Black,Beige,None reported,Yes,12500.0,18,273.0,8.0,Gasoline,1.547562508928779
Lexus,IS 350 F Sport,2021,26800.0,Gasoline,8-Speed A/T,Black,Red,None reported,Yes,44000.0,4,311.0,6.0,Gasoline,1.2527629687810824
Dodge,Challenger SRT8,2008,251634.0,Gasoline,A/T,Silver,Black,None reported,Yes,10500.0,17,425.0,8.0,Gasoline,1.8082887713432
Chrysler,300 Touring,2005,119000.0,Gasoline,A/T,Blue,Beige,None reported,Yes,3500.0,20,250.0,6.0,Gasoline,1.2527629687810824
Chrysler,Town & Country Touring,2009,111000.0,Gasoline,A/T,Blue,Gray,None reported,Yes,7900.0,16,197.0,6.0,Gasoline,1.335001066995498
Acura,TL 3.2,2005,199296.0,Gasoline,A/T,Black,Gray,None reported,Yes,4900.0,20,270.0,6.0,Gasoline,1.1631508101181809
Chevrolet,Camaro 2SS,2016,49600.0,Gasoline,8-Speed A/T,Blue,Black,None reported,Yes,32500.0,9,455.0,8.0,Gasoline,1.8245492922123363
Acura,TLX Type S PMC Edition,2023,13600.0,Gasoline,10-Speed A/T,Blue,White,None reported,Yes,65000.0,2,355.0,6.0,Gasoline,1.0986122890014431
Volkswagen,Eos 2.0T,2007,59700.0,Gasoline,6-Speed A/T,Blue,White,None reported,Yes,10000.0,18,200.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Corvette Z06,2002,17300.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,33999.0,23,405.0,8.0,Gasoline,1.7404661750159431
Mercedes-Benz,CLA-Class CLA 250,2014,91140.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,13500.0,11,208.0,4.0,Gasoline,0.6931471810599453
BMW,M5 Base,2015,33000.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,65000.0,10,560.0,8.0,Gasoline,1.4816045411514882
Jeep,Wrangler Unlimited Sport,2019,52775.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,39799.0,6,285.0,6.0,Gasoline,1.280933845739842
Mitsubishi,Lancer Sportback ES,2011,113000.0,Gasoline,5-Speed M/T,White,Black,None reported,Yes,5800.0,14,148.0,4.0,Gasoline,0.6931471810599453
Porsche,Macan Base,2022,13000.0,Gasoline,A/T,Black,Beige,None reported,Yes,60000.0,3,261.0,4.0,Gasoline,0.6931471810599453
Audi,A3 2.0T Premium,2017,137000.0,Gasoline,7-Speed A/T,White,Gray,None reported,Yes,10995.0,8,186.0,4.0,Gasoline,0.6931471810599453
BMW,528 i,2015,111000.0,Gasoline,8-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,15000.0,10,240.0,4.0,Gasoline,0.6931471810599453
Audi,S5 3.0T Prestige,2018,44000.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,39000.0,7,354.0,6.0,Gasoline,1.0986122890014431
Porsche,718 Boxster Base,2017,26000.0,Gasoline,A/T,Gray,Black,None reported,Yes,45500.0,8,300.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Corvette Stingray w/2LT,2020,1800.0,Gasoline,8-Speed A/T,Blue,Black,None reported,Yes,76000.0,5,490.0,8.0,Gasoline,1.8245492922123363
Maserati,Quattroporte S,2012,50000.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,26497.0,13,425.0,8.0,Gasoline,1.547562508928779
Subaru,Impreza 2.0i,2018,93000.0,Gasoline,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,16000.0,7,152.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,AMG GT C,2020,15000.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,129000.0,5,550.0,8.0,Gasoline,1.3862943613698906
Porsche,Macan S,2016,50000.0,Gasoline,7-Speed A/T,Blue,Red,None reported,Yes,36000.0,9,340.0,6.0,Gasoline,1.0986122890014431
Porsche,Panamera 4,2011,85000.0,Gasoline,A/T,Gray,Beige,,,21500.0,14,300.0,6.0,Gasoline,1.280933845739842
Genesis,G70 3.3T Advanced,2019,48000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,29999.0,6,365.0,6.0,Gasoline,1.1939224687754648
BMW,335 i xDrive,2012,153600.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,17500.0,13,300.0,6.0,Gasoline,1.0986122890014431
Dodge,Durango SRT 392,2022,31917.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,64683.0,3,475.0,8.0,Gasoline,1.856297990521876
BMW,M3 Base,2016,56235.0,Gasoline,6-Speed M/T,Orange,Orange,None reported,Yes,50500.0,9,425.0,6.0,Gasoline,1.0986122890014431
Ford,Fiesta ST,2019,28724.0,Gasoline,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,18300.0,6,197.0,4.0,Gasoline,0.4700036298707357
Lincoln,MKS Base,2015,124400.0,Gasoline,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,9500.0,10,305.0,6.0,Gasoline,1.3083328199204491
